customer_id,customer_name,segment,city,state,signup_date,acquisition_channel
143,Customer 0143,Consumer,Hartford,CT,2023-09-18,Social
144,Customer 0144,Consumer,Pittsburgh,PA,2024-09-01,Referral
145,Customer 0145,Consumer,New Haven,CT,2024-05-03,Direct
146,Customer 0146,Consumer,Hartford,CT,2023-12-09,Email
147,Customer 0147,Consumer,Edison,NJ,2025-10-15,Social
148,Customer 0148,Consumer,Pittsburgh,PA,2025-05-25,Search
149,Customer 0149,Consumer,Newark,NJ,2023-12-24,Email
150,Customer 0150,Consumer,Philadelphia,PA,2025-01-24,Direct
151,Customer 0151,Consumer,Newark,NJ,2025-04-25,Direct
152,Customer 0152,Consumer,Jersey City,NJ,2024-07-07,Email
153,Customer 0153,Consumer,Stamford,CT,2025-01-07,Direct
154,Customer 0154,Consumer,Springfield,MA,2024-03-18,Search
155,Customer 0155,Consumer,Stamford,CT,2025-07-02,Referral
156,Customer 0156,Consumer,Buffalo,NY,2023-03-08,Social
157,Customer 0157,Consumer,Worcester,MA,2023-01-01,Direct
158,Customer 0158,Small Business,Stamford,CT,2024-05-23,Search
159,Customer 0159,Corporate,Newark,NJ,2025-12-05,Email
160,Customer 0160,Consumer,Hartford,CT,2023-03-22,Search
161,Customer 0161,Consumer,Edison,NJ,2023-03-18,Referral
162,Customer 0162,Consumer,Edison,NJ,2024-05-30,Social
163,Customer 0163,Consumer,New York,NY,2023-05-25,Direct
164,Customer 0164,Consumer,Jersey City,NJ,2024-06-18,Direct
165,Customer 0165,Consumer,New York,NY,2026-01-05,Social
166,Customer 0166,Consumer,Pittsburgh,PA,2024-05-11,Search
167,Customer 0167,Corporate,Boston,MA,2023-03-01,Referral
168,Customer 0168,Consumer,New York,NY,2024-02-02,Social
169,Customer 0169,Consumer,Rochester,NY,2024-04-11,Referral
170,Customer 0170,Consumer,Jersey City,NJ,2023-03-11,Social
171,Customer 0171,Consumer,Allentown,PA,2025-03-22,Referral
172,Customer 0172,Consumer,Boston,MA,2024-02-25,Search
173,Customer 0173,Consumer,Philadelphia,PA,2024-04-17,Referral
174,Customer 0174,Consumer,Philadelphia,PA,2025-10-12,Search
175,Customer 0175,Corporate,Stamford,CT,2023-04-26,Search
176,Customer 0176,Consumer,Hartford,CT,2024-03-12,Direct
177,Customer 0177,Consumer,Jersey City,NJ,2023-04-17,Search
178,Customer 0178,Small Business,Stamford,CT,2024-10-05,Email
179,Customer 0179,Consumer,Jersey City,NJ,2024-01-26,Direct
180,Customer 0180,Consumer,Hartford,CT,2024-09-30,Social
181,Customer 0181,Consumer,Pittsburgh,PA,2025-06-25,Email
182,Customer 0182,Consumer,Rochester,NY,2023-06-15,Email
183,Customer 0183,Consumer,Boston,MA,2025-02-17,Referral
184,Customer 0184,Consumer,Hartford,CT,2023-04-11,Search
185,Customer 0185,Consumer,Allentown,PA,2025-07-03,Referral
186,Customer 0186,Consumer,Hartford,CT,2025-04-21,Social
187,Customer 0187,Consumer,Albany,NY,2023-03-13,Email
188,Customer 0188,Small Business,Philadelphia,PA,2023-05-09,Referral
189,Customer 0189,Corporate,Pittsburgh,PA,2024-11-17,Direct
190,Customer 0190,Corporate,Rochester,NY,2024-10-10,Referral
191,Customer 0191,Small Business,New York,NY,2023-02-19,Email
192,Customer 0192,Corporate,New Haven,CT,2025-08-11,Social
193,Customer 0193,Consumer,Pittsburgh,PA,2025-10-07,Social
194,Customer 0194,Small Business,Newark,NJ,2024-09-13,Search
195,Customer 0195,Small Business,Boston,MA,2024-11-02,Social
196,Customer 0196,Consumer,Allentown,PA,2023-06-11,Social
197,Customer 0197,Consumer,Newark,NJ,2025-04-15,Email
198,Customer 0198,Consumer,New Haven,CT,2024-10-29,Social
199,Customer 0199,Consumer,New York,NY,2024-06-26,Search
200,Customer 0200,Corporate,Albany,NY,2025-10-17,Social
201,Customer 0201,Consumer,Newark,NJ,2023-09-30,Direct
202,Customer 0202,Small Business,Edison,NJ,2023-09-06,Referral
203,Customer 0203,Consumer,Pittsburgh,PA,2024-07-02,Referral
204,Customer 0204,Consumer,Jersey City,NJ,2024-05-21,Search
205,Customer 0205,Consumer,Jersey City,NJ,2024-01-21,Social
206,Customer 0206,Consumer,Philadelphia,PA,2025-11-05,Email
207,Customer 0207,Consumer,Hartford,CT,2023-07-29,Search
208,Customer 0208,Small Business,Stamford,CT,2023-03-24,Search
209,Customer 0209,Consumer,New York,NY,2024-01-24,Direct
210,Customer 0210,Consumer,Newark,NJ,2025-02-01,Search
211,Customer 0211,Small Business,New Haven,CT,2024-06-16,Email
212,Customer 0212,Consumer,Rochester,NY,2024-03-21,Referral
213,Customer 0213,Corporate,Newark,NJ,2024-02-22,Email
214,Customer 0214,Small Business,Springfield,MA,2024-02-21,Referral
215,Customer 0215,Consumer,New Haven,CT,2025-01-31,Referral
216,Customer 0216,Small Business,Buffalo,NY,2023-03-06,Direct
217,Customer 0217,Consumer,Hartford,CT,2025-04-15,Social
218,Customer 0218,Consumer,Boston,MA,2025-12-29,Search
219,Customer 0219,Consumer,New Haven,CT,2024-07-09,Referral
220,Customer 0220,Consumer,Pittsburgh,PA,2023-04-16,Direct
221,Customer 0221,Consumer,Pittsburgh,PA,2025-05-02,Referral
222,Customer 0222,Consumer,Jersey City,NJ,2025-04-09,Email
223,Customer 0223,Consumer,Hartford,CT,2025-05-17,Email
224,Customer 0224,Consumer,New Haven,CT,2025-01-16,Search
225,Customer 0225,Consumer,Newark,NJ,2023-04-16,Social
226,Customer 0226,Consumer,Rochester,NY,2025-10-30,Referral
227,Customer 0227,Consumer,Philadelphia,PA,2025-12-03,Email
228,Customer 0228,Small Business,Albany,NY,2025-10-01,Search
229,Customer 0229,Corporate,Philadelphia,PA,2023-03-31,Social
230,Customer 0230,Consumer,Philadelphia,PA,2025-03-05,Direct
231,Customer 0231,Consumer,Edison,NJ,2024-03-30,Direct
232,Customer 0232,Consumer,Jersey City,NJ,2024-01-10,Email
233,Customer 0233,Consumer,New Haven,CT,2023-11-17,Email
234,Customer 0234,Consumer,Newark,NJ,2024-01-30,Direct
235,Customer 0235,Consumer,Rochester,NY,2023-08-30,Social
236,Customer 0236,Consumer,Springfield,MA,2024-09-19,Referral
237,Customer 0237,Consumer,Boston,MA,2025-05-21,Referral
238,Customer 0238,Consumer,New Haven,CT,2025-06-16,Email
239,Customer 0239,Consumer,Worcester,MA,2025-08-10,Direct
240,Customer 0240,Consumer,Hartford,CT,2025-08-27,Email
241,Customer 0241,Consumer,Jersey City,NJ,2025-05-31,Social
242,Customer 0242,Consumer,Springfield,MA,2023-03-25,Search
243,Customer 0243,Consumer,Rochester,NY,2025-11-13,Direct
244,Customer 0244,Consumer,New Haven,CT,2023-10-06,Email
245,Customer 0245,Consumer,Springfield,MA,2023-08-13,Social
246,Customer 0246,Consumer,Philadelphia,PA,2024-03-28,Referral
247,Customer 0247,Consumer,Worcester,MA,2023-11-22,Direct
248,Customer 0248,Consumer,Pittsburgh,PA,2023-10-22,Social
249,Customer 0249,Consumer,Edison,NJ,2024-06-22,Search
250,Customer 0250,Consumer,Pittsburgh,PA,2023-03-17,Social
251,Customer 0251,Consumer,Edison,NJ,2024-07-23,Social
252,Customer 0252,Small Business,Jersey City,NJ,2023-08-24,Email
253,Customer 0253,Consumer,Pittsburgh,PA,2025-12-03,Email
254,Customer 0254,Small Business,Allentown,PA,2025-03-18,Referral
255,Customer 0255,Consumer,Pittsburgh,PA,2025-01-25,Referral
256,Customer 0256,Consumer,Philadelphia,PA,2025-06-24,Direct
257,Customer 0257,Consumer,Rochester,NY,2025-11-22,Direct
258,Customer 0258,Small Business,Allentown,PA,2023-01-04,Search
259,Customer 0259,Consumer,Jersey City,NJ,2025-06-04,Referral
260,Customer 0260,Consumer,Buffalo,NY,2025-09-27,Email
261,Customer 0261,Consumer,New York,NY,2023-01-06,Referral
262,Customer 0262,Consumer,Rochester,NY,2025-12-29,Direct
263,Customer 0263,Consumer,Allentown,PA,2023-10-01,Direct
264,Customer 0264,Consumer,Hartford,CT,2023-10-03,Search
265,Customer 0265,Consumer,Jersey City,NJ,2023-07-16,Search
266,Customer 0266,Corporate,Pittsburgh,PA,2024-06-25,Email
267,Customer 0267,Consumer,Worcester,MA,2025-06-27,Direct
268,Customer 0268,Small Business,Hartford,CT,2023-12-05,Email
269,Customer 0269,Consumer,New York,NY,2025-04-11,Search
270,Customer 0270,Consumer,New York,NY,2023-01-26,Search
271,Customer 0271,Consumer,Jersey City,NJ,2024-02-13,Direct
272,Customer 0272,Consumer,New Haven,CT,2023-12-24,Email
273,Customer 0273,Corporate,Allentown,PA,2023-04-10,Social
274,Customer 0274,Small Business,Boston,MA,2025-02-07,Social
275,Customer 0275,Consumer,Albany,NY,2023-12-26,Email
276,Customer 0276,Consumer,Philadelphia,PA,2023-03-21,Referral
277,Customer 0277,Consumer,Rochester,NY,2025-06-12,Direct
278,Customer 0278,Consumer,Pittsburgh,PA,2024-03-20,Direct
279,Customer 0279,Small Business,Buffalo,NY,2024-06-17,Search
280,Customer 0280,Consumer,Edison,NJ,2024-10-31,Social
281,Customer 0281,Consumer,Allentown,PA,2024-05-04,Direct
282,Customer 0282,Consumer,Stamford,CT,2025-12-22,Email
283,Customer 0283,Consumer,New Haven,CT,2024-04-23,Referral
284,Customer 0284,Consumer,Jersey City,NJ,2023-06-09,Search
285,Customer 0285,Consumer,Newark,NJ,2023-02-25,Direct
286,Customer 0286,Consumer,Jersey City,NJ,2023-10-18,Email
287,Customer 0287,Consumer,Buffalo,NY,2023-03-29,Email
288,Customer 0288,Small Business,Rochester,NY,2024-02-13,Direct
289,Customer 0289,Consumer,Albany,NY,2023-08-08,Search
290,Customer 0290,Corporate,New York,NY,2023-03-12,Email
291,Customer 0291,Consumer,Pittsburgh,PA,2023-07-24,Search
292,Customer 0292,Consumer,Pittsburgh,PA,2024-11-20,Email
293,Customer 0293,Consumer,Pittsburgh,PA,2024-08-01,Referral
294,Customer 0294,Consumer,Allentown,PA,2025-10-28,Referral
295,Customer 0295,Small Business,Springfield,MA,2023-03-05,Email
296,Customer 0296,Consumer,New Haven,CT,2023-07-21,Email
297,Customer 0297,Consumer,Springfield,MA,2024-03-19,Email
298,Customer 0298,Consumer,Worcester,MA,2023-12-15,Direct
299,Customer 0299,Consumer,Jersey City,NJ,2023-04-21,Social
300,Customer 0300,Corporate,Albany,NY,2024-01-13,Direct
301,Customer 0301,Consumer,Allentown,PA,2024-06-17,Search
302,Customer 0302,Consumer,Philadelphia,PA,2024-04-19,Email
303,Customer 0303,Consumer,Albany,NY,2023-08-03,Referral
304,Customer 0304,Small Business,Albany,NY,2025-03-19,Email
305,Customer 0305,Consumer,New Haven,CT,2023-02-21,Referral
306,Customer 0306,Consumer,Pittsburgh,PA,2025-10-23,Search
307,Customer 0307,Consumer,Hartford,CT,2025-12-24,Direct
308,Customer 0308,Consumer,Rochester,NY,2024-10-31,Social
309,Customer 0309,Consumer,Springfield,MA,2024-10-24,Social
310,Customer 0310,Consumer,Allentown,PA,2024-04-18,Social
311,Customer 0311,Consumer,Edison,NJ,2024-01-28,Direct
312,Customer 0312,Corporate,Edison,NJ,2023-11-16,Referral
313,Customer 0313,Consumer,Springfield,MA,2024-12-14,Referral
314,Customer 0314,Consumer,Jersey City,NJ,2023-07-28,Email
315,Customer 0315,Corporate,Jersey City,NJ,2023-11-06,Referral
316,Customer 0316,Consumer,Pittsburgh,PA,2024-07-14,Email
317,Customer 0317,Consumer,Philadelphia,PA,2025-03-06,Email
318,Customer 0318,Consumer,Stamford,CT,2024-03-31,Referral
319,Customer 0319,Consumer,Hartford,CT,2023-10-18,Social
320,Customer 0320,Consumer,Buffalo,NY,2025-05-30,Direct
321,Customer 0321,Consumer,Hartford,CT,2024-04-13,Email
322,Customer 0322,Consumer,Stamford,CT,2024-10-03,Email
323,Customer 0323,Consumer,Hartford,CT,2025-03-30,Search
324,Customer 0324,Consumer,Pittsburgh,PA,2025-09-15,Direct
325,Customer 0325,Small Business,New Haven,CT,2024-01-10,Referral
326,Customer 0326,Small Business,Albany,NY,2025-09-30,Email
327,Customer 0327,Consumer,Rochester,NY,2024-03-22,Search
328,Customer 0328,Small Business,Worcester,MA,2023-07-27,Social
329,Customer 0329,Consumer,Boston,MA,2025-09-01,Referral
330,Customer 0330,Small Business,Worcester,MA,2025-04-20,Social
331,Customer 0331,Consumer,Edison,NJ,2024-01-12,Email
332,Customer 0332,Consumer,Worcester,MA,2023-04-26,Social
333,Customer 0333,Consumer,Hartford,CT,2023-01-28,Social
334,Customer 0334,Consumer,Allentown,PA,2024-06-27,Referral
335,Customer 0335,Corporate,New Haven,CT,2024-03-24,Social
336,Customer 0336,Consumer,Hartford,CT,2023-12-03,Email
337,Customer 0337,Small Business,Jersey City,NJ,2024-04-07,Search
338,Customer 0338,Consumer,Allentown,PA,2025-04-26,Referral
339,Customer 0339,Small Business,Springfield,MA,2023-09-14,Social
340,Customer 0340,Consumer,Philadelphia,PA,2024-07-01,Referral
341,Customer 0341,Consumer,New Haven,CT,2024-01-16,Referral
342,Customer 0342,Consumer,Philadelphia,PA,2024-09-10,Social
343,Customer 0343,Consumer,New Haven,CT,2023-06-24,Referral
344,Customer 0344,Consumer,Jersey City,NJ,2025-02-27,Direct
345,Customer 0345,Small Business,Philadelphia,PA,2025-12-22,Direct
346,Customer 0346,Corporate,New York,NY,2024-03-05,Referral
347,Customer 0347,Consumer,Allentown,PA,2023-07-27,Search
348,Customer 0348,Small Business,Jersey City,NJ,2024-12-10,Search
349,Customer 0349,Consumer,New Haven,CT,2023-12-10,Direct
350,Customer 0350,Consumer,Rochester,NY,2024-02-09,Search
351,Customer 0351,Consumer,Boston,MA,2025-06-17,Email
352,Customer 0352,Consumer,Boston,MA,2024-06-25,Search
353,Customer 0353,Consumer,Stamford,CT,2023-04-30,Search
354,Customer 0354,Consumer,Hartford,CT,2025-10-17,Direct
355,Customer 0355,Consumer,Buffalo,NY,2024-10-18,Direct
356,Customer 0356,Small Business,New Haven,CT,2024-08-30,Referral
357,Customer 0357,Consumer,Stamford,CT,2023-06-04,Referral
358,Customer 0358,Consumer,New York,NY,2023-04-04,Referral
359,Customer 0359,Small Business,Albany,NY,2025-09-19,Search
360,Customer 0360,Consumer,Buffalo,NY,2025-05-01,Referral
361,Customer 0361,Consumer,Rochester,NY,2024-11-30,Direct
362,Customer 0362,Consumer,Boston,MA,2024-08-04,Social
363,Customer 0363,Small Business,Allentown,PA,2023-04-18,Referral
364,Customer 0364,Consumer,Pittsburgh,PA,2025-04-06,Referral
365,Customer 0365,Consumer,Worcester,MA,2024-02-21,Email
366,Customer 0366,Consumer,Philadelphia,PA,2024-10-11,Search
367,Customer 0367,Small Business,Springfield,MA,2023-06-29,Email
368,Customer 0368,Consumer,New Haven,CT,2025-04-11,Email
369,Customer 0369,Consumer,Stamford,CT,2023-08-11,Search
370,Customer 0370,Small Business,New Haven,CT,2023-05-04,Direct
371,Customer 0371,Consumer,Worcester,MA,2023-10-29,Direct
372,Customer 0372,Consumer,Buffalo,NY,2023-03-22,Social
373,Customer 0373,Small Business,Newark,NJ,2024-01-07,Social
374,Customer 0374,Small Business,New York,NY,2025-01-25,Search
375,Customer 0375,Small Business,Allentown,PA,2024-06-12,Search
376,Customer 0376,Consumer,Hartford,CT,2024-10-14,Direct
377,Customer 0377,Consumer,Boston,MA,2025-10-16,Email
378,Customer 0378,Consumer,Albany,NY,2025-04-08,Email
379,Customer 0379,Consumer,New Haven,CT,2023-11-15,Social
380,Customer 0380,Consumer,Boston,MA,2023-06-19,Search
381,Customer 0381,Consumer,Edison,NJ,2023-02-01,Email
382,Customer 0382,Small Business,New York,NY,2024-03-22,Search
383,Customer 0383,Consumer,Hartford,CT,2024-07-18,Search
384,Customer 0384,Corporate,New Haven,CT,2024-01-19,Referral
385,Customer 0385,Consumer,Edison,NJ,2023-06-22,Direct
386,Customer 0386,Small Business,Stamford,CT,2024-06-04,Email
387,Customer 0387,Consumer,New York,NY,2023-05-05,Direct
388,Customer 0388,Consumer,Albany,NY,2024-09-29,Direct
389,Customer 0389,Consumer,Jersey City,NJ,2023-05-03,Direct
390,Customer 0390,Consumer,Stamford,CT,2023-12-07,Email
391,Customer 0391,Consumer,Allentown,PA,2023-12-02,Social
392,Customer 0392,Corporate,Stamford,CT,2025-07-16,Direct
393,Customer 0393,Consumer,Pittsburgh,PA,2024-07-27,Direct
394,Customer 0394,Small Business,Allentown,PA,2023-02-01,Direct
395,Customer 0395,Corporate,Allentown,PA,2025-05-27,Search
396,Customer 0396,Consumer,Stamford,CT,2025-02-09,Search
397,Customer 0397,Consumer,Stamford,CT,2023-01-04,Referral
398,Customer 0398,Consumer,Hartford,CT,2023-03-28,Search
399,Customer 0399,Corporate,Boston,MA,2024-07-14,Direct
400,Customer 0400,Consumer,Stamford,CT,2025-12-30,Direct
401,Customer 0401,Small Business,Stamford,CT,2024-02-15,Search
402,Customer 0402,Consumer,Allentown,PA,2023-04-28,Social
403,Customer 0403,Small Business,Jersey City,NJ,2023-01-20,Social
404,Customer 0404,Small Business,Boston,MA,2026-01-03,Email
405,Customer 0405,Small Business,Jersey City,NJ,2025-12-03,Direct
406,Customer 0406,Consumer,Pittsburgh,PA,2025-11-02,Search
407,Customer 0407,Consumer,Newark,NJ,2023-07-08,Referral
408,Customer 0408,Consumer,Allentown,PA,2025-01-05,Direct
409,Customer 0409,Corporate,Newark,NJ,2023-04-02,Social
410,Customer 0410,Consumer,Philadelphia,PA,2025-01-31,Email
411,Customer 0411,Consumer,Jersey City,NJ,2023-03-04,Direct
412,Customer 0412,Consumer,Boston,MA,2023-07-12,Direct
413,Customer 0413,Consumer,New Haven,CT,2024-03-13,Referral
414,Customer 0414,Small Business,Hartford,CT,2025-07-04,Direct
415,Customer 0415,Consumer,Jersey City,NJ,2023-03-19,Search
416,Customer 0416,Consumer,Hartford,CT,2023-02-26,Direct
417,Customer 0417,Consumer,Allentown,PA,2025-07-27,Email
418,Customer 0418,Corporate,Springfield,MA,2025-03-24,Email
419,Customer 0419,Consumer,Pittsburgh,PA,2024-04-22,Direct
420,Customer 0420,Small Business,Hartford,CT,2025-07-07,Referral
421,Customer 0421,Consumer,Edison,NJ,2024-03-30,Referral
422,Customer 0422,Small Business,Philadelphia,PA,2023-02-26,Email
423,Customer 0423,Consumer,Allentown,PA,2025-09-17,Search
424,Customer 0424,Consumer,Philadelphia,PA,2024-02-12,Referral
