order_item_id,order_id,product_id,quantity,unit_price,discount_rate
203,65,53,2,119.96,0.15
204,66,126,4,42.56,0.25
205,67,115,4,367.57,0.15
206,68,126,4,51.08,0.1
207,69,136,3,202.6,0.25
208,69,159,2,253.41,0.25
209,69,5,1,305.43,0.2
210,70,2,2,93.02,0.25
211,70,53,3,105.85,0.25
212,70,103,3,102.11,0.3
213,70,34,4,270.64,0.35
214,70,148,1,121.93,0.35
215,71,145,1,299.89,0.15
216,71,96,4,284.62,0.2
217,71,73,4,138.68,0.25
218,71,95,2,358.41,0.15
219,71,133,2,241.77,0.15
220,72,121,1,323.5,0.25
221,72,130,3,120.52,0.2
222,73,95,3,337.33,0.2
223,73,128,2,184.01,0.2
224,73,42,2,151.96,0.30000000000000004
225,73,128,2,184.01,0.2
226,74,157,3,226.53,0.15
227,74,75,1,200.79,0.15
228,74,163,2,310.74,0.15
229,74,165,2,147.59,0.25
230,74,132,4,159.67,0.15
231,75,74,1,255.92,0.2
232,75,119,1,117.94,0.2
233,75,100,3,225.99,0.25
234,76,43,1,241.96,0.25
235,76,117,3,44.13,0.35
236,76,97,2,180.72,0.25
237,76,40,3,121.27,0.3
238,77,58,1,314.63,0.0
239,77,61,1,259.13,0.0
240,78,179,1,73.16,0.35
241,79,84,1,288.35,0.05
242,80,86,3,267.39,0.2
243,81,157,2,213.21,0.2
244,82,25,3,19.81,0.15
245,83,130,1,135.59,0.1
246,83,26,2,313.02,0.1
247,83,168,1,278.47,0.1
248,83,28,3,367.17,0.1
249,84,18,4,129.21,0.0
250,84,95,4,400.58,0.05
251,85,150,4,303.69,0.0
252,85,39,1,206.06,0.1
253,85,67,3,314.94,0.1
254,86,131,1,76.72,0.35
255,86,58,4,220.24,0.3
256,87,80,1,42.83,0.2
257,87,162,1,88.7,0.1
258,88,94,2,112.96,0.1
259,88,175,4,93.29,0.2
260,88,27,1,98.89,0.1
261,88,133,3,255.99,0.1
262,89,121,1,301.94,0.30000000000000004
263,89,91,3,322.35,0.2
264,89,119,1,110.57,0.25
265,89,101,1,312.5,0.2
266,90,64,2,187.89,0.2
267,90,101,1,312.5,0.2
268,90,180,4,108.11,0.30000000000000004
269,91,5,2,324.52,0.15
270,91,89,1,113.83,0.15
271,91,140,2,237.0,0.15
272,91,166,1,204.64,0.15
273,91,119,4,125.32,0.15
274,92,143,4,147.94,0.0
275,93,37,1,212.75,0.05
276,93,149,4,162.06,0.05
277,94,139,3,322.62,0.2
278,94,170,3,12.5,0.2
279,94,118,3,254.12,0.25
280,94,79,2,57.15,0.2
281,95,16,3,132.45,0.0
282,95,28,1,407.97,0.0
283,95,125,2,43.97,0.0
284,95,13,4,56.75,0.05
285,96,75,1,165.35,0.30000000000000004
286,96,131,4,88.52,0.25
287,96,33,4,150.81,0.30000000000000004
288,97,41,4,152.15,0.25
289,97,73,4,138.68,0.25
290,97,167,2,159.23,0.35
291,98,106,3,237.07,0.1
292,99,131,4,94.42,0.2
293,99,14,3,103.59,0.2
294,99,176,2,15.69,0.30000000000000004
295,99,16,4,105.96,0.2
296,99,58,1,251.7,0.2
297,100,52,1,67.23,0.15
298,100,92,3,108.83,0.15
299,100,139,1,322.62,0.2
300,100,63,3,239.02,0.15
301,100,14,2,110.07,0.15
302,101,84,2,227.65,0.25
303,101,143,1,103.56,0.3
304,101,20,2,105.71,0.25
305,101,129,4,138.47,0.25
306,101,50,2,18.16,0.25
307,102,49,4,168.13,0.25
308,102,46,3,47.98,0.15
309,102,84,4,258.0,0.15
310,103,149,2,162.06,0.05
311,104,118,3,237.18,0.30000000000000004
312,104,177,4,216.43,0.2
313,104,53,2,98.79,0.30000000000000004
314,104,130,1,112.99,0.25
315,104,111,1,206.34,0.2
316,105,67,4,279.94,0.2
317,105,119,4,110.57,0.25
318,106,34,3,416.37,0.0
319,106,89,1,133.92,0.0
320,107,137,1,59.71,0.1
321,107,172,4,126.8,0.15000000000000002
322,107,163,3,329.02,0.1
323,107,58,4,251.7,0.2
324,107,143,3,118.35,0.2
325,108,157,2,226.53,0.15
326,108,60,2,183.84,0.15
327,109,19,4,223.86,0.15000000000000002
328,110,164,1,165.9,0.2
329,111,54,2,126.65,0.25
330,112,50,3,18.16,0.25
331,112,158,3,76.16,0.35
332,113,52,1,63.28,0.2
333,113,110,3,75.04,0.30000000000000004
334,113,167,3,195.98,0.2
335,114,40,4,112.61,0.35
336,115,163,2,365.58,0.0
337,115,131,1,106.23,0.1
338,116,108,1,231.15,0.2
339,117,142,2,277.55,0.25
340,118,6,2,41.89,0.25
341,118,168,1,201.12,0.35
342,118,169,4,66.38,0.35
343,118,46,1,39.52,0.3
344,119,151,4,176.42,0.25
345,120,110,3,80.4,0.25
346,121,67,4,279.94,0.2
347,121,31,2,52.64,0.2
348,122,75,4,188.98,0.2
349,122,160,2,212.04,0.1
350,122,4,2,172.86,0.15000000000000002
351,122,155,1,216.38,0.2
352,123,153,1,43.16,0.25
353,123,93,1,184.07,0.25
354,123,107,4,141.79,0.15
355,123,106,2,223.9,0.15
356,124,157,1,199.88,0.25
357,125,38,4,249.75,0.05
358,125,53,3,119.96,0.15000000000000002
359,125,132,2,169.06,0.1
360,125,107,3,150.13,0.1
361,126,93,4,196.34,0.2
362,126,55,3,233.3,0.2
363,126,140,3,223.06,0.2
364,126,53,1,112.9,0.2
365,127,83,2,384.93,0.0
366,127,49,4,201.76,0.1
367,127,60,1,216.28,0.0
368,127,170,1,14.07,0.1
369,127,23,4,375.48,0.0
370,128,106,2,210.73,0.2
371,128,39,1,160.26,0.30000000000000004
372,129,136,3,202.6,0.25
373,130,42,1,184.53,0.15
374,130,163,3,274.19,0.25
375,130,10,2,413.04,0.15
376,130,19,1,223.86,0.15
377,131,81,1,222.11,0.35
378,131,121,2,323.5,0.25
379,131,114,1,23.95,0.3
380,132,41,2,182.57,0.1
381,132,83,1,346.44,0.1
382,132,51,3,237.44,0.2
383,132,7,3,225.96,0.1
384,132,95,3,379.49,0.1
385,133,150,3,273.32,0.1
386,133,58,3,283.17,0.1
387,133,39,3,206.06,0.1
388,133,85,1,85.76,0.15000000000000002
389,133,132,4,150.28,0.2
390,134,42,2,173.67,0.2
391,134,159,3,287.2,0.15
392,135,127,4,104.57,0.2
393,135,131,4,94.42,0.2
394,135,44,4,224.15,0.2
395,135,78,3,275.46,0.2
396,135,103,1,116.7,0.2
397,136,147,2,179.25,0.15000000000000002
398,136,172,4,126.8,0.15000000000000002
399,136,128,2,218.51,0.05
400,137,47,1,82.06,0.05
401,137,76,4,151.59,0.0
402,137,90,4,301.55,0.0
403,137,20,3,140.95,0.0
404,137,117,2,67.89,0.0
405,138,96,4,266.83,0.25
406,138,89,1,113.83,0.15
407,138,23,1,319.16,0.15
408,138,106,1,223.9,0.15
409,139,11,1,154.91,0.35
410,140,46,2,42.34,0.25
411,140,62,4,269.14,0.25
412,140,4,1,152.52,0.25
413,140,116,2,298.48,0.25
414,140,33,3,161.59,0.25
415,141,75,3,165.35,0.3
416,141,81,1,256.28,0.25
417,141,176,1,16.82,0.25
418,142,69,4,54.74,0.0
419,142,117,2,61.1,0.1
420,142,151,4,235.23,0.0
421,142,73,3,184.91,0.0
422,143,138,3,153.37,0.15
423,144,122,2,285.6,0.0
424,144,131,3,118.03,0.0
425,144,36,1,64.66,0.0
426,145,29,4,229.66,0.2
427,145,121,1,345.07,0.2
428,145,94,2,100.41,0.2
429,146,60,4,173.02,0.2
430,146,55,4,218.72,0.25
431,146,45,1,153.48,0.15
432,146,159,2,253.41,0.25
433,147,55,4,247.88,0.15
434,147,101,2,332.03,0.15
435,147,136,1,216.11,0.2
436,147,131,4,100.33,0.15
437,147,133,1,241.77,0.15
438,148,126,3,48.24,0.15000000000000002
439,148,63,3,253.08,0.1
440,149,134,1,109.11,0.2
441,149,178,2,37.74,0.25
442,149,154,4,19.59,0.25
443,149,90,3,226.16,0.25
444,150,2,1,93.02,0.25
445,150,82,3,86.95,0.25
446,151,82,1,86.95,0.25
447,151,71,1,253.44,0.25
448,152,59,1,276.72,0.0
449,152,73,4,184.91,0.0
450,152,159,1,337.88,0.0
451,152,41,2,202.86,0.0
452,152,62,1,358.85,0.0
453,153,74,2,239.92,0.25
454,154,140,3,250.94,0.1
455,155,72,2,85.21,0.25
456,155,40,2,129.94,0.25
457,155,152,4,52.72,0.25
458,155,41,1,152.15,0.25
459,156,145,3,299.89,0.15000000000000002
460,156,34,4,353.91,0.15000000000000002
461,157,101,1,292.97,0.25
462,157,80,2,37.48,0.3
463,157,58,2,235.97,0.25
464,158,156,4,128.6,0.15
465,158,89,1,113.83,0.15
466,159,153,2,46.04,0.2
467,159,149,2,136.47,0.2
468,159,24,3,293.56,0.30000000000000004
469,159,66,4,95.51,0.2
470,159,164,4,165.9,0.2
471,160,172,1,149.18,0.0
472,160,131,1,106.23,0.1
473,160,88,2,217.96,0.0
474,160,46,2,53.63,0.05
475,161,21,4,23.21,0.15
476,162,83,2,346.44,0.1
477,162,134,1,122.75,0.1
478,162,174,2,294.81,0.15000000000000002
479,162,11,1,190.66,0.2
480,162,123,3,140.83,0.1
481,163,62,3,358.85,0.0
482,164,97,1,192.77,0.2
483,164,101,1,332.03,0.15000000000000002
484,164,34,1,353.91,0.15000000000000002
485,164,130,3,128.05,0.15000000000000002
486,164,3,4,216.19,0.1
487,165,91,1,362.65,0.1
488,165,24,1,377.43,0.1
489,165,158,1,93.74,0.2
490,166,39,1,183.16,0.2
491,166,4,4,142.35,0.30000000000000004
492,166,135,4,314.5,0.2
493,167,120,1,260.1,0.25
494,167,20,3,105.71,0.25
495,167,123,3,101.71,0.35
496,167,124,4,32.25,0.3
497,168,68,4,164.39,0.1
498,168,38,3,249.75,0.05
499,168,136,2,243.13,0.1
500,169,178,1,32.71,0.35
501,169,55,2,189.55,0.35
502,169,118,1,254.12,0.25
503,170,66,2,89.54,0.25
504,170,56,2,181.18,0.15
505,170,4,1,162.69,0.2
506,170,108,3,245.6,0.15
507,170,179,3,90.04,0.2
508,171,83,4,288.7,0.25
509,171,128,1,161.01,0.3
510,172,143,4,118.35,0.2
511,172,27,3,76.92,0.30000000000000004
512,172,156,2,105.9,0.30000000000000004
513,172,11,4,190.66,0.2
514,173,154,3,22.2,0.15
515,173,61,1,220.26,0.15
516,173,174,3,294.81,0.15
517,174,56,2,213.15,0.0
518,174,114,2,32.51,0.05
519,174,148,2,187.58,0.0
520,174,74,2,319.9,0.0
521,175,161,4,191.07,0.25
522,175,133,2,213.32,0.25
523,175,13,3,50.78,0.15
524,176,16,3,99.34,0.25
525,177,138,1,135.32,0.25
526,178,75,4,188.98,0.2
527,178,32,1,99.61,0.25
528,178,29,3,229.66,0.2
529,178,68,3,155.25,0.15
530,178,159,4,287.2,0.15
531,179,172,2,149.18,0.0
532,179,3,2,240.21,0.0
533,179,40,3,164.59,0.05
534,180,112,3,205.27,0.2
535,180,169,2,76.6,0.25
536,181,115,1,345.94,0.2
537,181,34,1,333.1,0.2
538,181,142,3,259.05,0.30000000000000004
539,181,44,2,196.13,0.30000000000000004
540,182,168,3,216.59,0.30000000000000004
541,182,60,2,162.21,0.25
542,182,30,2,129.83,0.2
543,182,82,3,86.95,0.25
544,183,146,1,137.36,0.0
545,183,147,3,200.34,0.05
546,183,77,1,494.18,0.0
547,183,42,4,206.24,0.05
548,183,70,3,336.18,0.05
549,184,39,4,206.06,0.1
550,185,118,3,304.95,0.1
551,185,18,2,116.29,0.1
552,185,167,2,220.47,0.1
553,185,59,4,249.05,0.1
554,185,70,3,318.48,0.1
555,186,138,3,171.41,0.05
556,186,91,1,402.94,0.0
557,186,126,1,53.91,0.05
558,186,43,4,290.35,0.1
559,187,14,3,123.02,0.05
560,187,101,3,351.56,0.1
561,187,76,1,128.85,0.15000000000000002
562,188,97,2,180.72,0.25
563,188,114,3,25.66,0.25
564,189,35,2,37.87,0.3
565,189,60,3,151.4,0.3
566,189,175,1,81.63,0.3
567,189,180,2,108.11,0.3
568,190,18,3,96.91,0.25
569,191,76,3,121.27,0.2
570,191,85,2,85.76,0.15000000000000002
571,191,94,2,112.96,0.1
572,191,110,4,91.12,0.15000000000000002
573,191,80,2,45.51,0.15000000000000002
574,192,137,4,56.4,0.15
575,192,2,3,93.02,0.25
576,193,75,1,236.22,0.0
577,193,3,3,228.2,0.05
578,193,24,2,377.43,0.1
579,193,177,4,243.49,0.1
580,194,150,2,227.77,0.25
581,194,175,4,93.29,0.2
582,194,178,1,37.74,0.25
583,195,17,2,75.07,0.2
584,195,104,1,211.63,0.25
585,195,108,1,231.15,0.2
586,195,140,2,223.06,0.2
587,195,156,4,113.47,0.25
588,196,46,2,42.34,0.25
589,196,98,3,121.48,0.25
590,197,2,3,93.02,0.25
591,197,135,1,294.84,0.25
592,198,74,3,287.91,0.1
593,198,40,4,155.93,0.1
594,198,171,1,133.51,0.1
595,198,21,3,24.58,0.1
596,199,115,2,324.32,0.25
597,199,92,3,96.03,0.25
598,199,13,1,44.8,0.25
599,199,68,3,136.99,0.25
600,199,165,4,147.59,0.25
601,200,173,4,408.93,0.1
602,200,135,4,314.5,0.2
603,200,147,4,189.79,0.1
604,200,61,4,207.3,0.2
605,200,45,1,144.46,0.2
606,201,65,1,409.95,0.1
607,201,28,3,367.17,0.1
608,202,20,3,126.85,0.1
609,202,172,2,134.26,0.1
610,202,12,4,195.16,0.2
611,203,71,2,253.44,0.25
612,204,164,4,186.63,0.1
613,205,145,3,299.89,0.15
614,205,87,4,80.62,0.2
615,205,54,1,143.53,0.15
616,205,49,4,190.55,0.15
617,206,165,2,147.59,0.25
618,206,166,2,168.52,0.3
619,206,60,3,162.21,0.25
620,206,72,4,79.53,0.3
621,207,51,3,267.12,0.1
622,207,125,1,43.97,0.0
623,207,177,4,257.01,0.05
624,207,68,4,182.65,0.0
625,207,73,1,184.91,0.0
626,208,26,4,330.41,0.05
627,208,106,1,237.07,0.1
628,208,83,2,346.44,0.1
629,208,151,1,223.47,0.05
630,208,27,3,104.39,0.05
631,209,115,2,432.43,0.0
632,209,32,1,132.81,0.0
633,210,26,2,295.63,0.15
634,211,94,1,125.51,0.0
635,211,2,2,117.82,0.05
636,211,43,4,322.61,0.0
637,212,38,1,262.9,0.0
638,212,112,1,230.93,0.1
639,212,126,2,53.91,0.05
640,212,13,3,59.74,0.0
641,213,91,2,302.2,0.25
642,213,112,1,192.44,0.25
643,214,13,3,44.8,0.25
644,214,176,2,14.57,0.35
645,214,14,3,97.12,0.25
646,214,110,1,80.4,0.25
647,214,143,3,110.95,0.25
648,215,45,2,144.46,0.2
649,215,102,1,242.41,0.2
650,215,140,1,223.06,0.2
651,215,98,4,129.58,0.2
652,216,84,1,242.82,0.2
653,216,171,3,118.68,0.2
654,216,166,2,192.6,0.2
655,216,33,1,172.36,0.2
656,216,44,1,224.15,0.2
657,217,146,3,137.36,0.0
658,217,140,1,278.82,0.0
659,217,9,4,192.95,0.0
660,217,39,3,228.95,0.0
661,218,138,1,162.39,0.1
662,218,21,1,27.31,0.0
663,218,169,3,102.13,0.0
664,218,117,1,67.89,0.0
665,218,36,3,61.43,0.05
666,219,94,1,106.68,0.15
667,219,169,4,86.81,0.15
668,220,28,2,367.17,0.1
669,220,165,2,196.79,0.0
670,220,161,4,229.28,0.1
671,220,48,4,182.48,0.05
672,221,1,1,166.18,0.35
673,221,117,3,47.52,0.3
674,221,116,4,298.48,0.25
675,221,109,1,91.94,0.3
676,222,134,2,115.93,0.15
677,222,146,1,103.02,0.25
678,222,35,4,45.98,0.15
679,223,143,3,125.75,0.15
680,223,4,3,172.86,0.15
681,224,66,2,89.54,0.25
682,224,90,1,226.16,0.25
683,224,177,4,202.91,0.25
684,224,136,1,175.59,0.35
685,225,41,1,152.15,0.25
686,225,177,2,202.91,0.25
687,225,81,1,256.28,0.25
688,225,67,4,262.45,0.25
689,225,151,3,164.66,0.3
690,226,75,1,200.79,0.15
691,226,146,4,109.89,0.2
692,227,92,2,128.04,0.0
693,227,153,2,54.67,0.05
694,227,89,4,133.92,0.0
695,227,145,2,335.17,0.05
696,227,91,4,382.79,0.05
697,228,172,1,96.97,0.35
698,228,3,4,168.15,0.3
699,228,158,4,82.02,0.3
700,228,114,1,22.24,0.35
701,228,23,1,281.61,0.25
702,229,110,2,85.76,0.2
703,229,14,2,116.54,0.1
704,230,47,3,64.78,0.25
705,230,113,2,162.22,0.3
706,230,68,2,136.99,0.25
707,230,46,3,36.69,0.35
708,230,13,2,41.82,0.3
709,231,60,1,162.21,0.25
710,231,140,2,223.06,0.2
711,231,161,2,216.55,0.15
712,232,119,3,103.2,0.30000000000000004
713,232,177,2,216.43,0.2
714,232,42,4,173.67,0.2
715,232,172,4,104.43,0.30000000000000004
716,233,127,2,98.03,0.25
717,233,69,4,41.05,0.25
718,233,110,4,85.76,0.2
719,234,8,2,67.9,0.2
720,234,104,4,225.74,0.2
721,234,137,1,53.08,0.2
722,234,103,4,116.7,0.2
723,235,120,3,277.44,0.2
724,235,44,4,238.16,0.15
725,235,4,4,172.86,0.15
726,235,58,1,267.44,0.15
727,236,147,1,158.16,0.25
728,237,18,2,96.91,0.25
729,237,57,3,224.85,0.3
730,237,101,1,292.97,0.25
731,238,136,3,202.6,0.25
732,239,44,4,196.13,0.30000000000000004
733,239,94,3,100.41,0.2
734,239,110,4,85.76,0.2
735,240,23,2,281.61,0.25
736,240,146,4,89.28,0.35
737,240,35,2,40.58,0.25
738,240,166,1,180.56,0.25
739,240,112,2,166.78,0.35
740,241,4,4,193.19,0.05
741,241,154,3,26.12,0.0
742,241,95,2,421.66,0.0
743,242,156,3,128.6,0.15
744,242,156,4,121.03,0.2
745,242,1,1,217.31,0.15
746,242,4,4,162.69,0.2
747,243,13,4,44.8,0.25
748,243,180,4,115.83,0.25
749,243,147,2,158.16,0.25
750,243,164,2,145.16,0.3
751,244,173,3,408.93,0.1
752,245,133,4,284.43,0.0
753,245,22,1,96.26,0.0
754,245,84,4,288.35,0.05
755,245,153,2,57.55,0.0
756,245,120,1,346.8,0.0
757,246,110,3,80.4,0.25
758,246,5,2,286.34,0.25
759,246,154,1,16.98,0.35
760,246,75,1,153.54,0.35
761,246,10,3,364.45,0.25
762,247,30,4,146.06,0.1
763,247,39,3,206.06,0.1
764,247,57,2,289.09,0.1
765,247,32,4,119.53,0.1
766,248,13,1,53.77,0.1
767,248,162,1,98.56,0.0
768,249,75,1,177.16,0.25
769,249,171,1,111.26,0.25
770,250,133,2,241.77,0.15000000000000002
771,250,45,4,153.48,0.15000000000000002
772,250,74,3,271.91,0.15000000000000002
773,250,55,2,262.46,0.1
774,251,92,4,108.83,0.15
775,251,83,3,327.19,0.15
776,251,41,4,172.43,0.15
777,251,171,4,111.26,0.25
778,252,17,4,70.38,0.25
779,252,89,3,107.14,0.2
780,253,59,2,193.7,0.30000000000000004
781,253,108,4,231.15,0.2
782,253,77,4,395.34,0.2
783,254,108,3,187.81,0.35
784,254,98,4,121.48,0.25
785,254,38,3,197.17,0.25
786,255,51,1,281.96,0.05
787,255,142,2,314.56,0.15000000000000002
788,255,137,1,59.71,0.1
789,255,131,4,112.13,0.05
790,256,161,1,216.55,0.15
791,256,132,3,140.89,0.25
792,256,127,2,104.57,0.2
793,256,117,1,50.92,0.25
794,257,136,1,243.13,0.1
795,257,63,2,253.08,0.1
796,257,79,2,57.15,0.2
797,257,46,4,50.81,0.1
798,257,46,2,50.81,0.1
799,258,38,4,197.17,0.25
800,258,59,3,235.21,0.15
801,259,60,2,140.58,0.35
802,259,97,1,156.62,0.35
803,260,126,2,45.4,0.2
804,260,63,2,239.02,0.15000000000000002
805,260,114,2,30.8,0.1
806,261,104,3,211.63,0.25
807,261,123,4,125.18,0.2
808,261,37,1,179.16,0.2
809,261,83,3,307.94,0.2
810,262,107,2,166.81,0.0
811,262,14,2,129.49,0.0
812,262,103,3,145.87,0.0
813,263,48,2,172.87,0.1
814,263,112,4,256.59,0.0
815,264,11,3,202.57,0.15
816,264,106,2,223.9,0.15
817,264,107,4,141.79,0.15
818,264,8,2,72.14,0.15
819,264,59,2,235.21,0.15
820,265,112,3,205.27,0.2
821,265,44,3,224.15,0.2
822,265,73,3,147.93,0.2
823,265,163,2,274.19,0.25
824,266,27,2,76.92,0.3
825,266,67,3,262.45,0.25
826,266,15,4,188.5,0.25
827,266,108,2,202.26,0.3
828,266,147,3,158.16,0.25
829,267,20,3,119.81,0.15000000000000002
830,267,150,2,273.32,0.1
831,267,149,1,162.06,0.05
832,267,175,1,99.12,0.15000000000000002
833,268,161,3,203.81,0.2
834,268,156,4,121.03,0.2
835,268,31,4,52.64,0.2
836,268,141,3,92.45,0.25
837,268,42,4,173.67,0.2
838,269,159,4,337.88,0.0
839,269,130,1,143.12,0.05
840,269,158,2,117.17,0.0
841,269,145,3,352.81,0.0
842,270,39,2,148.82,0.35
843,270,174,4,225.45,0.35
844,270,46,2,42.34,0.25
845,270,89,3,93.74,0.3
846,271,126,3,48.24,0.15000000000000002
847,271,77,1,444.76,0.1
848,271,114,1,30.8,0.1
849,272,29,1,229.66,0.2
850,273,80,4,40.16,0.25
851,274,90,2,256.32,0.15000000000000002
852,274,30,3,154.18,0.05
