store_id,product_id,quantity_on_hand,reorder_point,target_stock,snapshot_date
4,159,41,24,76,2025-12-31
4,160,26,23,58,2025-12-31
4,161,30,12,54,2025-12-31
4,162,44,11,28,2025-12-31
4,163,55,20,19,2025-12-31
4,164,4,25,31,2025-12-31
4,165,53,20,27,2025-12-31
4,166,45,16,64,2025-12-31
4,167,29,14,60,2025-12-31
4,168,60,14,73,2025-12-31
4,169,38,9,44,2025-12-31
4,170,58,24,53,2025-12-31
4,171,24,21,23,2025-12-31
4,172,19,8,79,2025-12-31
4,173,57,17,31,2025-12-31
4,174,73,23,49,2025-12-31
4,175,46,18,37,2025-12-31
4,176,51,21,59,2025-12-31
4,177,26,22,31,2025-12-31
4,178,11,19,26,2025-12-31
4,179,30,20,75,2025-12-31
4,180,62,8,73,2025-12-31
5,1,1,12,20,2025-12-31
5,2,26,23,45,2025-12-31
5,3,0,21,55,2025-12-31
5,4,36,10,80,2025-12-31
5,5,50,12,58,2025-12-31
5,6,12,15,58,2025-12-31
5,7,27,25,52,2025-12-31
5,8,58,24,49,2025-12-31
5,9,33,18,30,2025-12-31
5,10,12,11,78,2025-12-31
5,11,11,17,57,2025-12-31
5,12,0,9,60,2025-12-31
5,13,48,20,48,2025-12-31
5,14,21,19,62,2025-12-31
5,15,53,10,25,2025-12-31
5,16,50,22,15,2025-12-31
5,17,23,9,24,2025-12-31
5,18,25,24,18,2025-12-31
5,19,49,14,49,2025-12-31
5,20,37,21,24,2025-12-31
5,21,39,19,38,2025-12-31
5,22,5,10,47,2025-12-31
5,23,51,18,38,2025-12-31
5,24,19,10,72,2025-12-31
5,25,0,13,37,2025-12-31
5,26,23,10,44,2025-12-31
5,27,42,21,31,2025-12-31
5,28,72,19,45,2025-12-31
5,29,28,21,64,2025-12-31
5,30,11,23,28,2025-12-31
5,31,73,15,37,2025-12-31
5,32,37,15,26,2025-12-31
5,33,30,12,78,2025-12-31
5,34,15,22,60,2025-12-31
5,35,16,22,29,2025-12-31
5,36,61,22,79,2025-12-31
5,37,30,22,30,2025-12-31
5,38,25,12,79,2025-12-31
5,39,25,19,75,2025-12-31
5,40,63,16,19,2025-12-31
5,41,24,25,75,2025-12-31
5,42,46,13,76,2025-12-31
5,43,39,21,44,2025-12-31
5,44,39,13,22,2025-12-31
5,45,19,20,23,2025-12-31
5,46,46,20,34,2025-12-31
5,47,63,19,40,2025-12-31
5,48,34,14,34,2025-12-31
5,49,18,13,28,2025-12-31
5,50,11,12,31,2025-12-31
5,51,38,15,26,2025-12-31
5,52,30,21,59,2025-12-31
5,53,33,19,15,2025-12-31
5,54,35,22,56,2025-12-31
5,55,8,10,35,2025-12-31
5,56,49,13,19,2025-12-31
5,57,39,24,80,2025-12-31
5,58,33,13,72,2025-12-31
5,59,39,12,15,2025-12-31
5,60,51,23,51,2025-12-31
5,61,35,8,33,2025-12-31
5,62,19,25,58,2025-12-31
5,63,55,20,77,2025-12-31
5,64,27,13,77,2025-12-31
5,65,21,8,25,2025-12-31
5,66,6,21,36,2025-12-31
5,67,35,24,58,2025-12-31
5,68,16,15,74,2025-12-31
5,69,25,12,37,2025-12-31
5,70,43,15,32,2025-12-31
5,71,35,10,56,2025-12-31
5,72,53,24,54,2025-12-31
5,73,40,21,33,2025-12-31
5,74,27,21,37,2025-12-31
5,75,29,22,71,2025-12-31
5,76,25,14,23,2025-12-31
5,77,46,14,62,2025-12-31
5,78,35,25,61,2025-12-31
5,79,27,17,42,2025-12-31
5,80,50,10,62,2025-12-31
5,81,36,18,59,2025-12-31
5,82,26,14,26,2025-12-31
5,83,7,17,16,2025-12-31
5,84,42,13,51,2025-12-31
5,85,39,11,53,2025-12-31
5,86,35,17,51,2025-12-31
5,87,27,9,18,2025-12-31
5,88,19,9,37,2025-12-31
5,89,30,10,65,2025-12-31
5,90,39,21,42,2025-12-31
5,91,32,10,25,2025-12-31
5,92,32,19,66,2025-12-31
5,93,26,19,68,2025-12-31
5,94,41,25,77,2025-12-31
5,95,39,12,70,2025-12-31
5,96,21,9,29,2025-12-31
5,97,48,17,80,2025-12-31
5,98,49,22,62,2025-12-31
5,99,49,23,31,2025-12-31
