order_id,customer_id,store_id,employee_id,order_date,channel,promotion_id,order_status
299,202,10,71,2024-04-01,Online,8.0,Completed
300,871,12,11,2024-07-08,Online,15.0,Cancelled
301,1067,8,26,2025-08-27,Mobile,7.0,Completed
302,575,7,55,2024-10-12,Mobile,8.0,Completed
303,1084,8,34,2024-01-20,Store,8.0,Completed
304,209,4,57,2025-04-19,Online,4.0,Completed
305,432,5,67,2024-07-02,Store,1.0,Cancelled
306,462,11,56,2025-04-18,Store,18.0,Cancelled
307,1129,10,90,2024-12-18,Store,,Cancelled
308,749,7,51,2025-11-09,Online,8.0,Completed
309,1075,11,63,2025-06-10,Online,13.0,Completed
310,820,10,90,2025-04-15,Store,15.0,Cancelled
311,360,7,55,2024-10-31,Store,,Completed
312,951,9,37,2024-08-20,Store,9.0,Completed
313,321,9,33,2025-09-27,Online,8.0,Cancelled
314,124,2,77,2024-12-17,Store,16.0,Completed
315,883,4,6,2024-09-08,Online,14.0,Completed
316,284,5,67,2025-04-06,Online,12.0,Completed
317,113,3,87,2024-09-07,Store,7.0,Cancelled
318,1060,8,84,2024-09-27,Mobile,5.0,Completed
319,163,8,84,2024-09-03,Store,,Completed
320,111,1,22,2024-07-30,Store,11.0,Cancelled
321,210,10,66,2024-09-30,Store,1.0,Cancelled
322,1175,12,11,2025-03-15,Online,,Completed
323,625,5,39,2025-03-20,Online,5.0,Completed
324,1084,9,8,2024-08-26,Store,6.0,Completed
325,753,6,23,2025-12-06,Online,,Completed
326,625,8,26,2024-07-23,Online,17.0,Completed
327,850,8,34,2025-02-08,Store,2.0,Completed
328,306,6,64,2025-03-24,Store,17.0,Completed
329,938,3,82,2024-04-13,Online,3.0,Completed
330,265,10,66,2025-05-23,Store,2.0,Completed
331,336,8,26,2025-08-19,Store,1.0,Completed
332,659,3,50,2025-05-10,Online,18.0,Completed
333,573,9,33,2025-09-26,Store,2.0,Completed
334,543,11,7,2025-08-17,Online,8.0,Completed
335,1014,9,28,2025-02-14,Online,18.0,Completed
336,432,8,14,2025-01-16,Online,2.0,Completed
337,843,6,16,2025-08-24,Store,2.0,Completed
338,370,12,58,2024-07-28,Online,12.0,Completed
339,294,5,25,2025-11-10,Online,8.0,Completed
340,674,5,67,2024-12-27,Store,7.0,Completed
341,257,12,58,2024-10-08,Store,11.0,Completed
342,1157,11,63,2025-11-05,Store,12.0,Completed
343,122,4,10,2024-02-19,Mobile,2.0,Cancelled
344,1091,10,46,2025-09-03,Store,,Completed
345,847,7,31,2025-12-06,Online,4.0,Completed
346,1126,3,50,2025-09-03,Mobile,,Completed
347,1194,3,49,2025-04-07,Store,15.0,Completed
348,365,5,25,2024-05-20,Store,11.0,Cancelled
349,1181,10,46,2025-08-20,Online,,Completed
350,1189,7,51,2024-02-19,Online,2.0,Completed
351,1089,3,87,2024-08-29,Online,15.0,Completed
352,452,4,83,2024-01-08,Online,16.0,Completed
353,424,6,1,2024-12-19,Store,4.0,Cancelled
354,636,2,44,2024-09-08,Mobile,,Completed
355,1028,8,26,2025-11-04,Store,11.0,Completed
356,991,9,19,2025-06-26,Online,17.0,Cancelled
357,1068,3,82,2025-11-11,Mobile,11.0,Cancelled
358,716,4,10,2024-11-06,Store,3.0,Completed
359,1027,1,22,2024-12-02,Online,16.0,Completed
360,510,10,78,2025-02-19,Store,1.0,Completed
361,1171,5,53,2024-08-19,Store,3.0,Cancelled
362,536,3,15,2025-07-25,Store,,Completed
363,809,12,58,2024-05-17,Mobile,18.0,Cancelled
364,341,4,86,2024-09-19,Store,11.0,Cancelled
365,44,1,85,2025-08-13,Store,8.0,Completed
366,115,9,20,2025-05-14,Online,8.0,Completed
367,1083,1,13,2025-01-24,Store,,Completed
368,509,4,89,2025-06-30,Store,3.0,Cancelled
369,74,4,6,2025-11-09,Store,13.0,Completed
370,633,8,69,2025-09-21,Online,10.0,Cancelled
371,798,2,48,2024-06-18,Store,14.0,Completed
372,172,4,24,2025-09-04,Mobile,13.0,Completed
373,463,3,70,2024-08-30,Store,12.0,Completed
374,831,5,67,2024-07-02,Online,5.0,Completed
375,447,4,10,2025-01-01,Online,7.0,Completed
376,420,5,81,2025-07-09,Store,1.0,Completed
377,820,12,58,2025-07-16,Mobile,7.0,Completed
378,600,2,77,2024-07-12,Store,13.0,Cancelled
379,31,5,67,2024-10-28,Mobile,18.0,Completed
380,380,7,51,2025-10-29,Online,6.0,Completed
381,700,4,80,2024-11-09,Store,7.0,Completed
382,135,9,2,2024-11-08,Store,8.0,Completed
383,587,1,65,2025-04-10,Store,17.0,Cancelled
384,358,2,27,2024-07-29,Mobile,15.0,Completed
385,894,9,8,2024-12-11,Store,13.0,Completed
386,183,12,79,2024-04-09,Store,4.0,Completed
387,30,11,7,2025-08-13,Store,4.0,Completed
388,394,3,49,2025-09-11,Online,2.0,Cancelled
389,249,4,10,2024-11-22,Store,4.0,Completed
390,11,7,31,2024-10-23,Online,,Completed
391,1138,10,71,2025-02-17,Store,3.0,Completed
392,987,10,78,2025-07-03,Store,12.0,Completed
393,111,6,17,2024-12-22,Mobile,2.0,Cancelled
394,1020,6,54,2025-02-14,Online,5.0,Completed
395,875,10,66,2025-06-02,Online,7.0,Completed
396,950,1,9,2024-09-09,Store,16.0,Completed
397,1042,10,46,2024-09-11,Online,18.0,Completed
398,257,5,60,2025-02-20,Online,6.0,Cancelled
399,459,8,84,2025-02-03,Mobile,8.0,Completed
400,424,6,32,2024-12-08,Store,10.0,Completed
401,431,10,46,2025-04-21,Mobile,18.0,Completed
402,1124,7,55,2025-12-22,Store,,Completed
403,772,10,90,2024-01-13,Store,15.0,Completed
404,1061,12,79,2024-04-26,Store,13.0,Cancelled
405,1076,6,16,2025-10-23,Store,14.0,Completed
406,428,10,90,2024-09-19,Store,6.0,Completed
407,786,2,48,2025-09-12,Store,9.0,Completed
408,882,1,76,2024-09-24,Store,10.0,Completed
409,1143,7,31,2025-07-06,Mobile,5.0,Completed
410,635,2,48,2025-06-21,Online,14.0,Completed
411,59,8,26,2024-04-28,Online,17.0,Completed
412,1020,12,79,2025-04-18,Store,,Completed
413,414,5,81,2025-11-28,Store,18.0,Completed
414,217,11,52,2025-04-27,Online,8.0,Completed
415,857,3,15,2025-05-02,Online,5.0,Cancelled
416,780,9,28,2025-07-05,Store,7.0,Cancelled
417,961,10,66,2025-08-29,Store,15.0,Cancelled
418,395,6,32,2025-05-09,Online,12.0,Completed
419,514,9,37,2024-08-15,Online,13.0,Completed
420,389,8,29,2025-03-10,Mobile,17.0,Cancelled
421,573,5,3,2024-08-10,Mobile,4.0,Completed
422,451,11,52,2024-12-24,Store,14.0,Completed
423,1084,3,88,2025-05-16,Store,5.0,Completed
424,195,6,32,2025-07-18,Store,6.0,Completed
425,654,5,3,2024-08-28,Online,,Completed
426,1029,9,33,2024-06-11,Store,4.0,Completed
427,194,3,15,2024-07-28,Online,8.0,Cancelled
428,1049,3,87,2025-04-04,Mobile,10.0,Completed
429,202,1,65,2025-09-21,Mobile,4.0,Completed
430,195,4,36,2025-11-24,Online,7.0,Completed
431,478,9,33,2024-11-02,Store,9.0,Completed
432,179,12,61,2025-01-21,Store,,Completed
433,260,12,79,2024-06-28,Store,2.0,Completed
434,245,5,47,2024-09-27,Online,13.0,Completed
435,108,7,55,2024-07-02,Online,9.0,Completed
436,133,7,18,2025-11-23,Online,11.0,Completed
437,947,9,33,2024-01-20,Store,,Cancelled
438,511,11,56,2025-11-14,Store,15.0,Completed
439,950,3,50,2025-05-22,Store,15.0,Cancelled
440,966,12,59,2024-12-16,Mobile,15.0,Completed
441,208,6,32,2024-12-15,Online,9.0,Completed
442,1130,6,64,2025-08-17,Store,11.0,Cancelled
443,780,4,83,2024-05-29,Online,16.0,Completed
444,1097,8,29,2024-04-27,Mobile,,Cancelled
445,1033,5,81,2025-10-23,Store,4.0,Completed
446,1131,11,56,2025-12-27,Online,14.0,Completed
447,1100,5,62,2025-11-20,Store,4.0,Completed
448,564,12,11,2024-02-06,Online,14.0,Completed
449,1194,5,25,2024-05-08,Online,4.0,Completed
450,218,5,81,2024-10-06,Store,16.0,Cancelled
451,410,4,36,2025-09-20,Online,,Completed
452,200,9,19,2024-02-12,Online,17.0,Completed
453,711,12,11,2025-01-10,Store,7.0,Completed
454,109,3,82,2025-11-25,Online,,Completed
455,5,1,76,2024-06-02,Store,11.0,Completed
456,404,12,4,2024-09-29,Mobile,2.0,Completed
457,1012,7,31,2024-03-05,Online,12.0,Completed
458,126,4,57,2024-08-22,Store,14.0,Cancelled
459,20,2,40,2025-02-18,Online,12.0,Cancelled
460,1175,9,8,2025-01-15,Online,,Completed
461,756,11,63,2024-11-20,Online,13.0,Cancelled
462,460,7,18,2025-10-21,Store,3.0,Completed
463,958,10,90,2024-09-12,Store,11.0,Completed
464,818,8,69,2024-05-12,Store,5.0,Completed
465,748,12,11,2024-01-22,Online,1.0,Completed
466,551,11,56,2024-07-14,Online,14.0,Completed
467,78,5,53,2025-05-16,Store,13.0,Completed
468,1011,4,10,2025-07-26,Store,15.0,Completed
469,52,5,67,2025-09-21,Online,17.0,Completed
470,613,3,87,2025-06-04,Mobile,4.0,Completed
471,1012,9,28,2024-07-06,Store,4.0,Completed
472,617,3,88,2025-05-15,Mobile,4.0,Cancelled
473,407,2,12,2025-11-17,Online,11.0,Completed
474,28,5,47,2025-08-18,Store,15.0,Completed
475,1110,2,48,2024-01-09,Store,9.0,Cancelled
476,865,11,52,2025-03-27,Mobile,12.0,Completed
477,810,6,1,2024-03-19,Online,15.0,Completed
478,660,6,17,2024-09-29,Online,18.0,Completed
479,482,3,15,2024-04-28,Store,3.0,Completed
480,1043,1,22,2025-11-04,Store,15.0,Completed
481,208,3,87,2025-08-13,Store,4.0,Completed
482,953,10,78,2024-11-11,Store,5.0,Completed
483,235,12,43,2024-02-25,Store,5.0,Cancelled
484,1054,12,61,2025-01-19,Online,,Completed
485,1094,12,59,2024-07-26,Store,1.0,Cancelled
486,707,4,24,2025-05-06,Online,17.0,Completed
487,1058,2,27,2024-01-06,Mobile,12.0,Completed
488,634,6,41,2024-01-14,Store,6.0,Completed
489,944,4,86,2024-11-23,Store,1.0,Cancelled
490,474,1,85,2024-10-29,Online,13.0,Completed
491,492,8,75,2025-05-10,Store,13.0,Completed
492,653,2,77,2024-11-04,Store,4.0,Completed
493,327,10,78,2024-01-19,Online,,Cancelled
494,868,12,61,2024-05-29,Store,8.0,Completed
495,176,2,77,2024-07-08,Online,17.0,Completed
496,300,8,26,2024-10-04,Store,11.0,Completed
497,320,8,84,2024-04-03,Store,15.0,Completed
498,266,5,39,2025-09-10,Store,13.0,Cancelled
499,74,1,22,2025-03-12,Store,14.0,Completed
500,889,10,46,2024-06-26,Mobile,14.0,Completed
501,713,11,7,2025-10-06,Store,2.0,Completed
502,664,9,33,2024-04-21,Store,5.0,Completed
503,94,1,22,2024-05-29,Store,5.0,Completed
504,657,8,84,2024-08-24,Mobile,18.0,Cancelled
505,175,2,27,2025-11-14,Online,11.0,Completed
506,803,3,70,2024-10-16,Mobile,3.0,Completed
507,952,6,17,2024-03-09,Store,12.0,Completed
508,888,3,70,2025-07-25,Online,17.0,Completed
509,535,1,30,2025-02-06,Store,7.0,Completed
510,1139,10,66,2025-11-08,Store,3.0,Completed
511,41,9,8,2024-10-11,Online,7.0,Completed
512,863,1,35,2024-09-25,Store,11.0,Completed
513,745,1,21,2025-12-16,Online,12.0,Completed
514,410,5,38,2024-12-04,Store,,Completed
515,964,8,5,2025-03-19,Online,7.0,Completed
516,36,1,9,2024-06-07,Store,14.0,Cancelled
517,890,12,79,2024-06-09,Store,,Completed
518,1153,6,17,2024-11-16,Store,14.0,Cancelled
519,74,4,24,2024-07-31,Online,6.0,Completed
520,932,2,72,2024-06-04,Store,16.0,Completed
521,842,11,56,2024-05-24,Store,16.0,Completed
522,945,12,4,2024-03-28,Mobile,5.0,Cancelled
523,907,2,48,2025-04-21,Online,9.0,Completed
524,992,2,72,2025-08-11,Store,9.0,Completed
525,79,10,90,2025-06-11,Online,4.0,Completed
526,798,7,31,2025-03-05,Store,9.0,Completed
